Date:  12:25, Wednesday, June 10, 2015
Model name: Part1
Study name: Static 2(-Default-)
Plot type: Mesh Mesh Quality1
Result Type: Mesh


Node  ,Value  ,X (mm)  ,Y (mm)  ,Z (mm)
8326  ,0.000e+000  ,-62.294  ,43.796  ,34.685
8327  ,0.000e+000  ,-62.82  ,46.577  ,40.762
8328  ,0.000e+000  ,-64.696  ,45.019  ,39.353
8329  ,0.000e+000  ,-63.735  ,44.224  ,37.088
8330  ,0.000e+000  ,-61.817  ,40.097  ,43.735
8331  ,0.000e+000  ,-63.585  ,39.177  ,41.919
8332  ,0.000e+000  ,-61.137  ,39.138  ,42.005
8333  ,0.000e+000  ,-63.33  ,39.145  ,39.572
8334  ,0.000e+000  ,-59.767  ,38.985  ,39.555
8335  ,0.000e+000  ,-59.571  ,43.856  ,41.121
8336  ,0.000e+000  ,-61.889  ,41.988  ,43.165
8337  ,0.000e+000  ,-61.614  ,43.931  ,42.773
8338  ,0.000e+000  ,-63.491  ,42.372  ,41.365
8339  ,0.000e+000  ,-62.529  ,41.577  ,39.1
8340  ,0.000e+000  ,-62.128  ,44.02  ,38.678
8341  ,0.000e+000  ,-60.182  ,39.868  ,44.961
8342  ,0.000e+000  ,-55.595  ,42.072  ,44.761
8343  ,0.000e+000  ,-57.379  ,38.442  ,44.9
8344  ,0.000e+000  ,-59.503  ,38.909  ,43.231
8345  ,0.000e+000  ,-58.133  ,38.756  ,40.78
8346  ,0.000e+000  ,-57.937  ,43.627  ,42.347
8347  ,0.000e+000  ,-55.008  ,39.834  ,44.226
8348  ,0.000e+000  ,-58.109  ,42.091  ,44.882
8349  ,0.000e+000  ,-60.255  ,41.759  ,44.391
8350  ,0.000e+000  ,-59.98  ,43.702  ,43.999
8351  ,0.000e+000  ,-59.288  ,41.144  ,41.915
8352  ,0.000e+000  ,-56.023  ,36.785  ,43.857
8353  ,0.000e+000  ,-53.97  ,35.65  ,42.264
8354  ,0.000e+000  ,-53.655  ,36.2  ,39.815
8355  ,0.000e+000  ,-54.917  ,34.427  ,40.682
8356  ,0.000e+000  ,-53.411  ,37.54  ,38.168
8357  ,0.000e+000  ,-58.147  ,37.252  ,42.188
8358  ,0.000e+000  ,-57.292  ,34.615  ,42.291
8359  ,0.000e+000  ,-56.776  ,37.098  ,39.738
8360  ,0.000e+000  ,-53.652  ,38.177  ,43.184
8361  ,0.000e+000  ,-51.94  ,37.12  ,41.213
8362  ,0.000e+000  ,-53.096  ,38.8  ,40.216
8363  ,0.000e+000  ,-56.297  ,39.258  ,42.099
8364  ,0.000e+000  ,-54.934  ,39.114  ,35.81
8365  ,0.000e+000  ,-58.299  ,38.672  ,37.38
8366  ,0.000e+000  ,-58.104  ,43.544  ,38.947
8367  ,0.000e+000  ,-55.617  ,43.214  ,36.455
8368  ,0.000e+000  ,-56.024  ,41.324  ,34.126
8369  ,0.000e+000  ,-54.619  ,40.374  ,37.858
8370  ,0.000e+000  ,-57.858  ,42.881  ,35.132
8371  ,0.000e+000  ,-57.404  ,39.398  ,34.18
8372  ,0.000e+000  ,-59.62  ,40.837  ,34.522
8373  ,0.000e+000  ,-61.062  ,41.265  ,36.925
8374  ,0.000e+000  ,-60.66  ,43.707  ,36.504
8375  ,0.000e+000  ,-59.455  ,41.061  ,38.515
8376  ,0.000e+000  ,-57.82  ,40.832  ,39.741
8377  ,0.000e+000  ,-56.464  ,39.174  ,38.698
8378  ,0.000e+000  ,-53.51  ,43.113  ,43.992
8379  ,0.000e+000  ,-55.853  ,44.669  ,41.578
8380  ,0.000e+000  ,-53.366  ,44.339  ,39.086
8381  ,0.000e+000  ,-52.924  ,40.876  ,43.457
8382  ,0.000e+000  ,-52.368  ,41.5  ,40.489
8383  ,0.000e+000  ,-51.244  ,42  ,42.494
8384  ,0.000e+000  ,-51.743  ,44  ,40.802
8385  ,0.000e+000  ,-52.576  ,44.833  ,42.468
8386  ,0.000e+000  ,-55.569  ,41.957  ,42.372
8387  ,0.000e+000  ,-54.213  ,40.3  ,41.33
8388  ,0.000e+000  ,-55.736  ,41.874  ,38.972
8389  ,0.000e+000  ,-5.2201  ,34.784  ,46.61
8390  ,0.000e+000  ,-5.0792  ,36.214  ,46.014
8391  ,0.000e+000  ,-10.447  ,34.655  ,46.412
8392  ,0.000e+000  ,-7.5452  ,34.898  ,44.087
8393  ,0.000e+000  ,-9.6083  ,35.488  ,43.046
8394  ,0.000e+000  ,-8.379  ,38.199  ,42.885
8395  ,0.000e+000  ,-10.29  ,36.783  ,45.273
8396  ,0.000e+000  ,-5.1396  ,36.958  ,44.085
8397  ,0.000e+000  ,-7.1219  ,36.845  ,41.743
8398  ,0.000e+000  ,-10.083  ,39.676  ,45.68
8399  ,0.000e+000  ,57.168  ,43.085  ,33.892
8400  ,0.000e+000  ,57.052  ,42.188  ,36.347
8401  ,0.000e+000  ,54.525  ,37.628  ,33.129
8402  ,0.000e+000  ,55.508  ,39.902  ,32.222
8403  ,0.000e+000  ,57.765  ,37.952  ,35.559
8404  ,0.000e+000  ,55.749  ,39.403  ,37.035
8405  ,0.000e+000  ,54.245  ,42.901  ,32.498
8406  ,0.000e+000  ,57.383  ,37.09  ,33.472
8407  ,0.000e+000  ,58.789  ,40.399  ,34.731
8408  ,0.000e+000  ,58.659  ,40.443  ,31.88
8409  ,0.000e+000  ,56.007  ,45.258  ,34.553
8410  ,0.000e+000  ,55.891  ,44.361  ,37.009
8411  ,0.000e+000  ,54.663  ,45.178  ,38.952
8412  ,0.000e+000  ,54.588  ,41.576  ,37.696
8413  ,0.000e+000  ,53.083  ,45.074  ,33.159
8414  ,0.000e+000  ,54.854  ,41.978  ,35.105
8415  ,0.000e+000  ,48.554  ,42.63  ,29.277
8416  ,0.000e+000  ,49.862  ,37.829  ,31.063
8417  ,0.000e+000  ,48.47  ,39.951  ,30.775
8418  ,0.000e+000  ,51.68  ,37.631  ,28.569
8419  ,0.000e+000  ,49.229  ,39.991  ,28.091
8420  ,0.000e+000  ,50.181  ,42.932  ,27.238
8421  ,0.000e+000  ,53.026  ,40.359  ,27.904
8422  ,0.000e+000  ,51.947  ,37.856  ,31.352
8423  ,0.000e+000  ,52.931  ,40.131  ,30.444
8424  ,0.000e+000  ,51.667  ,43.13  ,30.72
8425  ,0.000e+000  ,53.439  ,40.033  ,32.666
8426  ,0.000e+000  ,48.128  ,43.877  ,30.588
8427  ,0.000e+000  ,48.14  ,43.88  ,33.564
8428  ,0.000e+000  ,48.045  ,41.197  ,32.086
8429  ,0.000e+000  ,51.242  ,44.377  ,32.031
8430  ,0.000e+000  ,53.014  ,41.28  ,33.977
8431  ,0.000e+000  ,51.852  ,43.453  ,34.638
8432  ,0.000e+000  ,50.436  ,41.509  ,32.199
8433  ,0.000e+000  ,45.837  ,34.482  ,42.299
8434  ,0.000e+000  ,47.578  ,34.48  ,43.977
8435  ,0.000e+000  ,47.581  ,36.073  ,43.867
8436  ,0.000e+000  ,50.208  ,34.502  ,42.318
8437  ,0.000e+000  ,51.67  ,34.032  ,39.945
8438  ,0.000e+000  ,46.806  ,38.198  ,41.887
8439  ,0.000e+000  ,47.478  ,34.675  ,38.838
8440  ,0.000e+000  ,45.632  ,36.105  ,40.834
8441  ,0.000e+000  ,50.115  ,37.477  ,42.546
8442  ,0.000e+000  ,53.031  ,34.774  ,42.366
8443  ,0.000e+000  ,56.513  ,35.201  ,40.976
8444  ,0.000e+000  ,55.782  ,37.814  ,42.778
8445  ,0.000e+000  ,54.551  ,36.85  ,44.028
8446  ,0.000e+000  ,54.493  ,34.304  ,39.993
8447  ,0.000e+000  ,55.461  ,34.444  ,43.482
8448  ,0.000e+000  ,54.735  ,37.555  ,40.431
8449  ,0.000e+000  ,52.938  ,37.749  ,42.595
8450  ,0.000e+000  ,51.163  ,35.836  ,41.188
8451  ,0.000e+000  ,53.805  ,32.901  ,35.433
8452  ,0.000e+000  ,53.72  ,33.793  ,37.504
8453  ,0.000e+000  ,50.652  ,35.242  ,33.749
8454  ,0.000e+000  ,49.527  ,34.436  ,36.398
8455  ,0.000e+000  ,52.737  ,35.269  ,34.037
8456  ,0.000e+000  ,55.977  ,35.593  ,36.466
8457  ,0.000e+000  ,53.962  ,37.044  ,37.942
8458  ,0.000e+000  ,55.595  ,34.731  ,34.379
8459  ,0.000e+000  ,54.228  ,37.445  ,35.351
8460  ,0.000e+000  ,50.39  ,35.325  ,38.699
8461  ,0.000e+000  ,53.213  ,35.597  ,38.748
8462  ,0.000e+000  ,45.404  ,37.477  ,34.084
8463  ,0.000e+000  ,46.789  ,42.458  ,35.15
8464  ,0.000e+000  ,48.087  ,37.654  ,33.961
8465  ,0.000e+000  ,46.695  ,39.775  ,33.672
8466  ,0.000e+000  ,46.29  ,40.372  ,39.658
8467  ,0.000e+000  ,45.426  ,42.803  ,37.612
8468  ,0.000e+000  ,44.905  ,39.956  ,37.091
8469  ,0.000e+000  ,46.962  ,36.849  ,36.609
8470  ,0.000e+000  ,45.116  ,38.279  ,38.605
8471  ,0.000e+000  ,49.085  ,40.087  ,33.785
8472  ,0.000e+000  ,48.66  ,41.334  ,35.096
8473  ,0.000e+000  ,47.825  ,37.738  ,38.911
8474  ,0.000e+000  ,49.875  ,37.499  ,36.471
8475  ,0.000e+000  ,48.11  ,45.47  ,35.754
8476  ,0.000e+000  ,47.61  ,43.384  ,40.262
8477  ,0.000e+000  ,46.642  ,46.21  ,40.674
8478  ,0.000e+000  ,52.792  ,46.07  ,40.014
8479  ,0.000e+000  ,49.751  ,46.267  ,40.942
8480  ,0.000e+000  ,46.746  ,45.815  ,38.216
8481  ,0.000e+000  ,51.821  ,45.043  ,36.828
8482  ,0.000e+000  ,49.98  ,44.346  ,35.7
8483  ,0.000e+000  ,48.63  ,42.924  ,37.286
8484  ,0.000e+000  ,53.458  ,42.263  ,44.182
8485  ,0.000e+000  ,55.781  ,41.848  ,41.348
8486  ,0.000e+000  ,54.466  ,40.801  ,43.033
8487  ,0.000e+000  ,54.721  ,43.327  ,39.998
8488  ,0.000e+000  ,49.19  ,42.338  ,43.986
8489  ,0.000e+000  ,48.312  ,41.458  ,42.19
8490  ,0.000e+000  ,53.494  ,44.144  ,41.942
8491  ,0.000e+000  ,52.082  ,44.772  ,44.31
8492  ,0.000e+000  ,50.453  ,44.341  ,42.87
8493  ,0.000e+000  ,53.418  ,40.542  ,40.686
8494  ,0.000e+000  ,51.621  ,40.737  ,42.849
8495  ,0.000e+000  ,52.523  ,43.117  ,38.756
8496  ,0.000e+000  ,49.847  ,38.824  ,41.442
8497  ,0.000e+000  ,49.331  ,40.998  ,39.214
8498  ,0.000e+000  ,50.652  ,44.01  ,39.818
8499  ,0.000e+000  ,50.609  ,37.483  ,34.064
8500  ,0.000e+000  ,52.694  ,37.51  ,34.352
8501  ,0.000e+000  ,53.919  ,39.285  ,38.258
8502  ,0.000e+000  ,52.122  ,39.479  ,40.421
8503  ,0.000e+000  ,54.185  ,39.686  ,35.666
8504  ,0.000e+000  ,53.024  ,41.86  ,36.328
8505  ,0.000e+000  ,51.608  ,39.915  ,33.889
8506  ,0.000e+000  ,51.183  ,41.162  ,35.2
8507  ,0.000e+000  ,50.347  ,37.566  ,39.014
8508  ,0.000e+000  ,53.171  ,37.838  ,39.063
8509  ,0.000e+000  ,52.397  ,37.327  ,36.574
8510  ,0.000e+000  ,49.832  ,39.74  ,36.786
8511  ,0.000e+000  ,51.152  ,42.752  ,37.39
8512  ,0.000e+000  ,51.854  ,40.826  ,39.317
8513  ,0.000e+000  ,47.55  ,35.148  ,3.2799
8514  ,0.000e+000  ,49.817  ,40.14  ,3.572
8515  ,0.000e+000  ,48.565  ,40.279  ,5.5004
8516  ,0.000e+000  ,44.808  ,35.112  ,3.2433
8517  ,0.000e+000  ,46.598  ,36.191  ,5.1953
8518  ,0.000e+000  ,49.356  ,35.221  ,3.2891
8519  ,0.000e+000  ,49.418  ,35.531  ,5.2983
8520  ,0.000e+000  ,50.857  ,37.042  ,3.5639
8521  ,0.000e+000  ,49.515  ,37.765  ,5.4358
8522  ,0.000e+000  ,37.992  ,40.174  ,3.5419
8523  ,0.000e+000  ,41.336  ,35.495  ,3.4315
8524  ,0.000e+000  ,39.154  ,35.733  ,3.5493
8525  ,0.000e+000  ,39.697  ,35.708  ,5.6958
8526  ,0.000e+000  ,43.126  ,36.574  ,5.3835
8527  ,0.000e+000  ,39.581  ,37.897  ,5.9983
8528  ,0.000e+000  ,42.115  ,39.124  ,7.0715
8529  ,0.000e+000  ,37.938  ,37.529  ,3.612
8530  ,0.000e+000  ,37.056  ,38.968  ,4.7249
8531  ,0.000e+000  ,43.751  ,37.681  ,3.7367
8532  ,0.000e+000  ,49.106  ,45.084  ,3.627
8533  ,0.000e+000  ,47.146  ,45.517  ,3.8772
8534  ,0.000e+000  ,49.459  ,43.274  ,4.0092
8535  ,0.000e+000  ,48.207  ,43.413  ,5.9376
8536  ,0.000e+000  ,46.471  ,44.616  ,6.9267
8537  ,0.000e+000  ,46.24  ,39.326  ,5.6325
8538  ,0.000e+000  ,45.229  ,41.875  ,7.3204
8539  ,0.000e+000  ,46.865  ,40.433  ,3.9857
8540  ,0.000e+000  ,37.579  ,46.007  ,7.6308
8541  ,0.000e+000  ,39.5  ,44.974  ,10.808
8542  ,0.000e+000  ,37.226  ,45.354  ,9.5414
8543  ,0.000e+000  ,39.987  ,42.348  ,9.9752
8544  ,0.000e+000  ,42.039  ,45.766  ,10.868
8545  ,0.000e+000  ,43.563  ,45.492  ,8.8908
8546  ,0.000e+000  ,42.322  ,42.751  ,9.2845
8547  ,0.000e+000  ,37.313  ,43.042  ,9.3636
8548  ,0.000e+000  ,43.6  ,44.442  ,6.3869
8549  ,0.000e+000  ,38.196  ,45.151  ,4.5563
8550  ,0.000e+000  ,36.473  ,45.115  ,6.4054
8551  ,0.000e+000  ,37.094  ,42.909  ,4.5295
8552  ,0.000e+000  ,36.121  ,44.462  ,8.316
8553  ,0.000e+000  ,38.881  ,41.456  ,8.7498
8554  ,0.000e+000  ,38.682  ,40.632  ,6.9859
8555  ,0.000e+000  ,41.217  ,41.859  ,8.0591
8556  ,0.000e+000  ,36.208  ,42.15  ,8.1382
8557  ,0.000e+000  ,36.158  ,41.703  ,5.7125
8558  ,0.000e+000  ,39.38  ,40.798  ,4.9126
8559  ,0.000e+000  ,39.587  ,44.426  ,7.1256
8560  ,0.000e+000  ,40.086  ,46.837  ,2.7858
8561  ,0.000e+000  ,45.024  ,47.186  ,2.8453
8562  ,0.000e+000  ,44.385  ,45.237  ,3.391
8563  ,0.000e+000  ,41.478  ,46.112  ,5.3551
8564  ,0.000e+000  ,40.372  ,45.22  ,4.1297
8565  ,0.000e+000  ,44.462  ,38.81  ,5.1637
8566  ,0.000e+000  ,43.451  ,41.36  ,6.8517
8567  ,0.000e+000  ,45.086  ,39.917  ,3.5169
8568  ,0.000e+000  ,41.614  ,40.3  ,3.7052
8569  ,0.000e+000  ,44.729  ,43.052  ,3.9541
8570  ,0.000e+000  ,41.821  ,43.927  ,5.9182
8571  ,0.000e+000  ,40.716  ,43.035  ,4.6928
8572  ,0.000e+000  ,42.607  ,44.721  ,2.9223
8573  ,0.000e+000  ,-25.638  ,42.96  ,31.535
8574  ,0.000e+000  ,-22.946  ,37.656  ,30.442
8575  ,0.000e+000  ,-22.734  ,40.764  ,31.459
8576  ,0.000e+000  ,-22.869  ,38.733  ,32.356
8577  ,0.000e+000  ,-24.818  ,37.37  ,32.148
8578  ,0.000e+000  ,-27.057  ,42.934  ,33.568
8579  ,0.000e+000  ,-27.043  ,38.74  ,32.043
8580  ,0.000e+000  ,-27.449  ,42.677  ,29.511
8581  ,0.000e+000  ,-27.813  ,40  ,30.313
8582  ,0.000e+000  ,-24.659  ,40.016  ,32.937
8583  ,0.000e+000  ,-23.441  ,45.03  ,25.826
8584  ,0.000e+000  ,-25.369  ,45.239  ,28.606
8585  ,0.000e+000  ,-23.498  ,44.659  ,22.905
8586  ,0.000e+000  ,-22.647  ,42.321  ,23.542
8587  ,0.000e+000  ,-26.648  ,44.774  ,22.745
8588  ,0.000e+000  ,-27.18  ,44.956  ,26.582
8589  ,0.000e+000  ,-25.356  ,42.279  ,27.696
8590  ,0.000e+000  ,-31.651  ,43.543  ,27.446
8591  ,0.000e+000  ,-29.016  ,43.486  ,23.452
8592  ,0.000e+000  ,-29.548  ,43.668  ,27.289
8593  ,0.000e+000  ,-29.911  ,40.991  ,28.091
8594  ,0.000e+000  ,-32.17  ,43.225  ,24.803
8595  ,0.000e+000  ,-32.411  ,40.991  ,28.091
8596  ,0.000e+000  ,-27.724  ,40.991  ,28.403
8597  ,0.000e+000  ,-27.455  ,43.27  ,25.474
8598  ,0.000e+000  ,-66.505  ,6.2007  ,26.966
8599  ,0.000e+000  ,-66.131  ,13.09  ,24.948
8600  ,0.000e+000  ,-66.099  ,7.9079  ,29.48
8601  ,0.000e+000  ,-64.78  ,6.6321  ,27.301
8602  ,0.000e+000  ,-63.794  ,7.5354  ,29.243
8603  ,0.000e+000  ,-66.314  ,8.129  ,24.987
8604  ,0.000e+000  ,-63.245  ,8.1624  ,25.621
8605  ,0.000e+000  ,-65.019  ,13.284  ,27.115
8606  ,0.000e+000  ,-65.476  ,11.478  ,29.933
8607  ,0.000e+000  ,-62.501  ,10.911  ,28.777
8608  ,0.000e+000  ,-63.145  ,15.55  ,23.811
8609  ,0.000e+000  ,-57.367  ,16.706  ,23.256
8610  ,0.000e+000  ,-57.495  ,14.755  ,24.683
8611  ,0.000e+000  ,-62.242  ,14.645  ,21.622
8612  ,0.000e+000  ,-57.773  ,14.682  ,21.959
8613  ,0.000e+000  ,-59.995  ,16.005  ,27.808
8614  ,0.000e+000  ,-59.941  ,15.801  ,21.476
8615  ,0.000e+000  ,-59.004  ,16.945  ,25.045
8616  ,0.000e+000  ,-62.033  ,15.743  ,25.978
8617  ,0.000e+000  ,-60.229  ,17.381  ,23.337
8618  ,0.000e+000  ,-59.515  ,13.371  ,27.64
8619  ,0.000e+000  ,-62.975  ,12.051  ,25.503
8620  ,0.000e+000  ,-58.336  ,7.0488  ,27.626
8621  ,0.000e+000  ,-57.002  ,8.9169  ,26.968
8622  ,0.000e+000  ,-57.497  ,12.745  ,25.949
8623  ,0.000e+000  ,-57.199  ,10.705  ,28.127
8624  ,0.000e+000  ,-58.758  ,7.8859  ,29.398
8625  ,0.000e+000  ,-60.811  ,7.9847  ,29.373
8626  ,0.000e+000  ,-60.261  ,8.6118  ,25.75
8627  ,0.000e+000  ,-62.036  ,13.733  ,27.244
8628  ,0.000e+000  ,-59.517  ,11.361  ,28.907
8629  ,0.000e+000  ,-62.978  ,10.041  ,26.769
8630  ,0.000e+000  ,-59.992  ,12.5  ,25.632
8631  ,0.000e+000  ,-66.008  ,11.122  ,18.368
8632  ,0.000e+000  ,-65.634  ,13.382  ,21.701
8633  ,0.000e+000  ,-64.732  ,12.477  ,19.512
8634  ,0.000e+000  ,-62.535  ,11.641  ,18.196
8635  ,0.000e+000  ,-65.805  ,8.6228  ,18.983
8636  ,0.000e+000  ,-65.817  ,8.4211  ,21.74
8637  ,0.000e+000  ,-62.748  ,8.4545  ,22.374
8638  ,0.000e+000  ,-65.239  ,9.5546  ,16.696
8639  ,0.000e+000  ,-65.465  ,9.8835  ,23.393
8640  ,0.000e+000  ,-62.479  ,12.343  ,22.256
8641  ,0.000e+000  ,-62.481  ,10.333  ,23.523
8642  ,0.000e+000  ,-31.52  ,35.274  ,28.806
8643  ,0.000e+000  ,-34.39  ,34.958  ,24.927
8644  ,0.000e+000  ,-30.895  ,37.774  ,28.181
8645  ,0.000e+000  ,-34.02  ,35.274  ,28.806
8646  ,0.000e+000  ,-33.395  ,37.774  ,28.181
8647  ,0.000e+000  ,-35.745  ,37.6  ,26.121
8648  ,0.000e+000  ,-35.27  ,35.274  ,26.931
8649  ,0.000e+000  ,-30.806  ,38.765  ,26.272
8650  ,0.000e+000  ,-19.276  ,37.485  ,26.809
8651  ,0.000e+000  ,-22.048  ,42.735  ,27.126
8652  ,0.000e+000  ,-20.398  ,37.151  ,24.778
8653  ,0.000e+000  ,-17.721  ,39.88  ,28.1
8654  ,0.000e+000  ,-23.976  ,42.945  ,29.907
8655  ,0.000e+000  ,-20.205  ,42.373  ,27.616
8656  ,0.000e+000  ,-18.686  ,39.806  ,25.828
8657  ,0.000e+000  ,-21.254  ,40.026  ,24.842
8658  ,0.000e+000  ,-21.284  ,37.64  ,28.813
8659  ,0.000e+000  ,-21.073  ,40.749  ,29.83
8660  ,0.000e+000  ,-23.963  ,39.985  ,28.996
8661  ,0.000e+000  ,-23.695  ,42.264  ,26.067
8662  ,0.000e+000  ,-28.893  ,34.978  ,30.589
8663  ,0.000e+000  ,-23.402  ,35.134  ,30.093
8664  ,0.000e+000  ,-25.274  ,34.848  ,31.8
8665  ,0.000e+000  ,-27.499  ,36.218  ,31.694
8666  ,0.000e+000  ,-28.268  ,37.478  ,29.964
8667  ,0.000e+000  ,-26.081  ,37.478  ,30.277
8668  ,0.000e+000  ,-29.163  ,35.252  ,28.145
8669  ,0.000e+000  ,-24.419  ,37.463  ,28.648
8670  ,0.000e+000  ,-25.668  ,34.671  ,19.862
8671  ,0.000e+000  ,-21.766  ,34.44  ,22.623
8672  ,0.000e+000  ,-23.387  ,34.337  ,20.814
8673  ,0.000e+000  ,-22.623  ,37.315  ,22.687
8674  ,0.000e+000  ,-23.67  ,37.258  ,25.212
8675  ,0.000e+000  ,-25.788  ,34.751  ,26.492
8676  ,0.000e+000  ,-19.009  ,34.263  ,27.034
8677  ,0.000e+000  ,-20.13  ,33.93  ,25.004
8678  ,0.000e+000  ,-21.017  ,34.419  ,29.039
8679  ,0.000e+000  ,-22.035  ,36.748  ,27.593
8680  ,0.000e+000  ,-24.152  ,34.241  ,28.874
8681  ,0.000e+000  ,-23.403  ,34.037  ,25.438
8682  ,0.000e+000  ,-4.4572  ,38.402  ,45.241
8683  ,0.000e+000  ,-6.8592  ,43.782  ,43.878
8684  ,0.000e+000  ,-4.9402  ,43.869  ,44.601
8685  ,0.000e+000  ,-7.757  ,40.387  ,42.112
8686  ,0.000e+000  ,-9.6684  ,38.971  ,44.5
8687  ,0.000e+000  ,-9.2304  ,43.368  ,41.827
8688  ,0.000e+000  ,-9.807  ,40.586  ,42.536
8689  ,0.000e+000  ,-3.1531  ,41.809  ,44.245
8690  ,0.000e+000  ,-4.5176  ,39.146  ,43.313
8691  ,0.000e+000  ,-5.2775  ,41.703  ,41.856
8692  ,0.000e+000  ,-7.0628  ,43.438  ,41.686
8693  ,0.000e+000  ,-9.4608  ,41.864  ,44.908
8694  ,0.000e+000  ,-7.5792  ,38.63  ,45.21
8695  ,0.000e+000  ,-26.121  ,37.405  ,19.347
8696  ,0.000e+000  ,-28.803  ,40.276  ,19.892
8697  ,0.000e+000  ,-24.796  ,42.681  ,19.19
8698  ,0.000e+000  ,-23.927  ,42.388  ,21.534
8699  ,0.000e+000  ,-22.973  ,40.008  ,19.138
8700  ,0.000e+000  ,-23.84  ,37.071  ,20.299
8701  ,0.000e+000  ,-23.076  ,40.049  ,22.172
8702  ,0.000e+000  ,-27.077  ,42.502  ,21.375
8703  ,0.000e+000  ,-26.724  ,39.95  ,18.569
8704  ,0.000e+000  ,-25.517  ,42.287  ,23.397
8705  ,0.000e+000  ,-27.884  ,40.999  ,24.104
8706  ,0.000e+000  ,-24.124  ,39.992  ,24.697
8707  ,0.000e+000  ,-25.492  ,37.281  ,22.541
8708  ,0.000e+000  ,-34.998  ,37.61  ,23.314
8709  ,0.000e+000  ,-34.761  ,42.757  ,20.072
8710  ,0.000e+000  ,-35.566  ,40.365  ,21.118
8711  ,0.000e+000  ,-31.664  ,43.192  ,20.467
8712  ,0.000e+000  ,-32.334  ,40.694  ,20.447
8713  ,0.000e+000  ,-30.608  ,42.92  ,21.93
8714  ,0.000e+000  ,-33.762  ,42.66  ,23.281
8715  ,0.000e+000  ,-34.003  ,40.425  ,26.568
8716  ,0.000e+000  ,-36.353  ,40.251  ,24.508
8717  ,0.000e+000  ,-31.415  ,41.416  ,24.659
8718  ,0.000e+000  ,-32.398  ,38.199  ,24.75
8719  ,0.000e+000  ,-29.476  ,40.433  ,22.582
8720  ,0.000e+000  ,-35.535  ,34.866  ,20.511
8721  ,0.000e+000  ,-34.36  ,34.688  ,22.283
8722  ,0.000e+000  ,-31.559  ,35.041  ,18.581
8723  ,0.000e+000  ,-33.99  ,35.004  ,18.663
8724  ,0.000e+000  ,-29.014  ,34.901  ,18.871
8725  ,0.000e+000  ,-34.927  ,37.443  ,20.087
8726  ,0.000e+000  ,-31.695  ,37.772  ,19.416
8727  ,0.000e+000  ,-29.617  ,37.446  ,18.094
8728  ,0.000e+000  ,-31.76  ,35.277  ,23.719
8729  ,0.000e+000  ,-28.385  ,34.777  ,22.066
8730  ,0.000e+000  ,-28.838  ,37.511  ,21.551
8731  ,0.000e+000  ,-32.368  ,37.929  ,22.106
8732  ,0.000e+000  ,-28.634  ,38.675  ,27.985
8733  ,0.000e+000  ,-26.446  ,38.675  ,28.297
8734  ,0.000e+000  ,-26.178  ,40.954  ,25.368
8735  ,0.000e+000  ,-28.545  ,39.666  ,26.075
8736  ,0.000e+000  ,-29.529  ,36.449  ,26.166
8737  ,0.000e+000  ,-24.785  ,38.659  ,26.669
8738  ,0.000e+000  ,-26.902  ,36.153  ,27.949
8739  ,0.000e+000  ,-26.154  ,35.948  ,24.513
8740  ,0.000e+000  ,-26.607  ,38.683  ,23.998
8741  ,0.000e+000  ,-30.137  ,39.1  ,24.553
8742  ,0.000e+000  ,-29.499  ,36.179  ,23.523
8743  ,0.000e+000  ,6.7954  ,48.411  ,21.806
8744  ,0.000e+000  ,7.0194  ,48.298  ,19.688
8745  ,0.000e+000  ,7.027  ,48.473  ,24.172
8746  ,0.000e+000  ,10.588  ,45.236  ,21.512
8747  ,0.000e+000  ,3.6795  ,45.328  ,22.897
8748  ,0.000e+000  ,5.3791  ,46.195  ,21.054
8749  ,0.000e+000  ,9.8315  ,42.512  ,22.231
8750  ,0.000e+000  ,7.3892  ,45.431  ,19.167
8751  ,0.000e+000  ,9.2646  ,44.169  ,19.563
8752  ,0.000e+000  ,5.3388  ,42.765  ,21.486
8753  ,0.000e+000  ,7.1235  ,42.961  ,19.809
8754  ,0.000e+000  ,7.3965  ,45.31  ,30.507
8755  ,0.000e+000  ,7.0824  ,48.531  ,26.865
8756  ,0.000e+000  ,7.103  ,48.491  ,29.496
8757  ,0.000e+000  ,10.643  ,45.294  ,24.205
8758  ,0.000e+000  ,9.8869  ,42.57  ,24.924
8759  ,0.000e+000  ,8.5514  ,42.7  ,27.8
8760  ,0.000e+000  ,10.214  ,45.91  ,28.185
8761  ,0.000e+000  ,7.4811  ,45.53  ,24.466
8762  ,0.000e+000  ,5.481  ,43.407  ,32.839
8763  ,0.000e+000  ,4.3008  ,38.032  ,32.393
8764  ,0.000e+000  ,4.3528  ,40.892  ,34.35
8765  ,0.000e+000  ,4.8939  ,38.347  ,34.233
8766  ,0.000e+000  ,6.6359  ,40.797  ,30.133
8767  ,0.000e+000  ,2.0445  ,43.776  ,34.507
8768  ,0.000e+000  ,0.19611  ,41.87  ,33.129
8769  ,0.000e+000  ,6.2977  ,40.787  ,32.519
8770  ,0.000e+000  ,5.621  ,43.686  ,29.492
8771  ,0.000e+000  ,0.22946  ,34.473  ,33.687
8772  ,0.000e+000  ,-4.1221  ,34.556  ,30.046
8773  ,0.000e+000  ,1.8416  ,34.804  ,31.84
8774  ,0.000e+000  ,-3.9856  ,37.38  ,28.35
8775  ,0.000e+000  ,-2.7696  ,35  ,32.296
8776  ,0.000e+000  ,-3.5138  ,37.889  ,31.072
